id;name;indexName;description;webUrl;inMenu;inList;metaTitle;metaDescription;manufacturingCompanyName;postalAddress;contactEmail;europeanResellerManufacturingCompanyName;europeanResellerPostalAddress;europeanResellerContactEmail;
"291";"Uni-T";"uni-t";"<p>UNI-T (Uni-Trend) je popredný ázijský výrobca meracej techniky pre elektrikárov, servisných technikov aj laboratóriá. Sortiment siaha od digitálnych a kliešťových multimetrov cez termokamery, bezkontaktné teplomery, testery elektroinštalácie a detektory až po osciloskopy, laboratórne zdroje a endoskopy. Rad PRO Line je určený na každodennú profesionálnu prevádzku.</p><p>Značku Uni-T nájdete na PremiumStore.sk v kategóriách <a href=""/meracie-technika/"">Meracia technika</a>, <a href=""/multimetre-a-klestove-merace/"">Multimetre a kliešťové merače</a>, <a href=""/infrateplomery-a-termokamery/"">Infrateplomery a termokamery</a> a <a href=""/meranie-neelektrickych-velicin/"">Meranie neelektrických veličín</a>.</p>";"";"0";"1";"Uni-T – profesionálna meracia technika | PremiumStore.sk";"UNI-T (Uni-Trend) je popredný ázijský výrobca meracej techniky pre elektrikárov, servisných technikov aj laboratóriá. Sortiment siaha od digitálnych a…";"";"";"";"";"";"";
"2901";"DBX BUSHIDO";"dbx-bushido";"<p>DBX BUSHIDO je poľská značka výstroje pre bojové športy a MMA. Vyrába rukavice, chrániče holení a hlavy, suspenzory, boxovacie vrecia, tréningové bloky aj doplnky pre grappling a box.</p><p>Značku DBX BUSHIDO nájdete na PremiumStore.sk v kategórii <a href=""/bojove-sporty/"">Bojové športy</a>.</p>";"";"0";"1";"DBX BUSHIDO – vybavenie pre bojové športy | PremiumStore.sk";"DBX BUSHIDO je poľská značka výstroje pre bojové športy a MMA. Vyrába rukavice, chrániče holení a hlavy, suspenzory, boxovacie vrecia, tréningové bloky aj…";"";"";"";"";"";"";
"2340";"Sunnylife";"sunnylife";"<p>Sunnylife vyrába príslušenstvo pre drony DJI a športové kamery GoPro, Insta360 aj DJI Osmo. Nájdete tu pristávacie podložky, ochranné kryty vrtúľ a gimbalov, držiaky tabletov k ovládačom, filtre, prepravné puzdrá a montážne adaptéry.</p><p>Značku Sunnylife nájdete na PremiumStore.sk v kategóriách <a href=""/prislusenstvo-pre-drony/"">Príslušenstvo pre drony</a>, <a href=""/pre-sportove-kamery-3/"">Príslušenstvo</a>, <a href=""/postroje--upevnovacie-prvky-a-drziaky-2/"">Selfie tyče</a> a <a href=""/filtre-2/"">Filtre</a>.</p>";"";"0";"1";"Sunnylife – príslušenstvo pre drony a akčné kamery | PremiumStore.sk";"Sunnylife vyrába príslušenstvo pre drony DJI a športové kamery GoPro, Insta360 aj DJI Osmo. Nájdete tu pristávacie podložky, ochranné kryty vrtúľ a gimbalov…";"";"";"";"";"";"";
"114";"Atos";"atos";"<p>ATOS je značka dodávateľa rovnakého mena, pod ktorou sa predávajú predovšetkým olovené a lítiové akumulátory, spájkovačky a spájkovacie príslušenstvo, konektory a drobné elektronické diely.</p><p>Značku Atos nájdete na PremiumStore.sk v kategóriách <a href=""/akumulatory-a-baterie/"">Akumulátory a batérie</a> a <a href=""/spajkovacky/"">Spájkovačky a trafospájkovačky</a>.</p>";"";"0";"1";"Atos – akumulátory a elektronické príslušenstvo | PremiumStore.sk";"ATOS je značka dodávateľa rovnakého mena, pod ktorou sa predávajú predovšetkým olovené a lítiové akumulátory, spájkovačky a spájkovacie príslušenstvo…";"";"";"";"";"";"";
"99";"Rebel Active";"rebel-active";"<p>REBEL ACTIVE je fitness rad značky Rebel. Zahŕňa liatinové kotúče a činky, nastaviteľné stojany, medicinbaly, gumy a expandéry, lavičky a doplnky pre domáce aj klubové posilňovanie.</p><p>Značku Rebel Active nájdete na PremiumStore.sk v kategóriách <a href=""/posilnovanie-a-fitness/"">Posilňovanie a fitness</a> a <a href=""/sportovni-vybavenie/"">Sportovní vybavenie</a>.</p>";"";"0";"1";"Rebel Active – posilňovanie a fitness vybavenie | PremiumStore.sk";"REBEL ACTIVE je fitness rad značky Rebel. Zahŕňa liatinové kotúče a činky, nastaviteľné stojany, medicinbaly, gumy a expandéry, lavičky a doplnky pre domáce…";"";"";"";"";"";"";
"2271";"Puluz";"puluz";"<p>PULUZ sa špecializuje na príslušenstvo pre športové kamery a fotografov. V ponuke sú selfie tyče a stabilizačné držiaky pre GoPro, DJI a Insta360, viackusové sady príslušenstva, fotoateliérové boxy, svetlá, statívy a prepravné puzdrá.</p><p>Značku Puluz nájdete na PremiumStore.sk v kategóriách <a href=""/pre-sportove-kamery-3/"">Príslušenstvo</a>, <a href=""/postroje--upevnovacie-prvky-a-drziaky-2/"">Selfie tyče</a>, <a href=""/fotoatelier-2/"">Fotoateliér</a> a <a href=""/audio-technika/"">Audio technika</a>.</p>";"";"0";"1";"Puluz – príslušenstvo pre akčné kamery a foto | PremiumStore.sk";"PULUZ sa špecializuje na príslušenstvo pre športové kamery a fotografov. V ponuke sú selfie tyče a stabilizačné držiaky pre GoPro, DJI a Insta360, viackusové…";"";"";"";"";"";"";
"126";"Orno";"orno";"<p>ORNO je poľský výrobca elektroinštalačného materiálu. Ťažiskom sú vypínače a zásuvky vrátane zapustených verzií s USB, predlžovacie prívody, domové videovrátniky a zvončeky, elektromery, časové spínače a rozvádzačové prvky.</p><p>Značku Orno nájdete na PremiumStore.sk v kategóriách <a href=""/vypinace--zasuvky--krabice/"">Vypínače a nástenné zásuvky</a>, <a href=""/predlzovacky--zasuvky--vidlica/"">Predlžovacie káble a vidlice</a>, <a href=""/zabezpecenie/"">Zabezpečenie</a> a <a href=""/elektromery-a-spinacie-technika/"">Elektromery a spínacie technika</a>.</p>";"";"0";"1";"Orno – vypínače, zásuvky a spínacia technika | PremiumStore.sk";"ORNO je poľský výrobca elektroinštalačného materiálu. Ťažiskom sú vypínače a zásuvky vrátane zapustených verzií s USB, predlžovacie prívody, domové…";"";"";"";"";"";"";
"252";"Cp Plus";"cp-plus";"<p>CP PLUS je výrobca kamerových a zabezpečovacích systémov pre domácnosti aj firmy. Ponúka analógové 4v1 aj IP kamery (dome, bullet, antivandal), rekordéry, napájacie zdroje a montážne držiaky.</p><p>Značku Cp Plus nájdete na PremiumStore.sk v kategórii <a href=""/kamerove-systemy/"">Kamerové systémy</a>.</p>";"";"0";"1";"Cp Plus – kamerové a zabezpečovacie systémy | PremiumStore.sk";"CP PLUS je výrobca kamerových a zabezpečovacích systémov pre domácnosti aj firmy. Ponúka analógové 4v1 aj IP kamery (dome, bullet, antivandal), rekordéry…";"";"";"";"";"";"";
"1197";"Leifheit";"leifheit";"<p>Leifheit je nemecká značka pomôcok pre domácnosť s dôrazom na kvalitu spracovania. Špecializuje sa na upratovanie – mopy radu Twist a Clean Twist, sušiaky Pegasus, umývače okien – a na žehlenie, kde ponúka žehliace dosky a poťahy. Dopĺňajú ju kuchynské pomôcky a vákuovanie potravín.</p><p>Značku Leifheit nájdete na PremiumStore.sk v kategóriách <a href=""/upratovacie-pomocky/"">Upratovacie pomôcky</a>, <a href=""/zehlicky/"">Žehličky</a> a <a href=""/kuchynske-potreby/"">Kuchynské potreby</a>.</p>";"";"0";"1";"Leifheit – upratovacie pomôcky a žehlenie | PremiumStore.sk";"Leifheit je nemecká značka pomôcok pre domácnosť s dôrazom na kvalitu spracovania. Špecializuje sa na upratovanie – mopy radu Twist a Clean Twist, sušiaky…";"";"";"";"";"";"";
"1350";"Aligator";"aligator";"<p>Aligator je česká značka mobilného príslušenstva a jednoduchých telefónov. Vyrába ochranné sklá a kryty pre konkrétne modely, GaN nabíjačky, káble, powerbanky a tlačidlové telefóny so zjednodušeným ovládaním, vhodné aj pre seniorov.</p><p>Značku Aligator nájdete na PremiumStore.sk v kategórii <a href=""/prislusenstvo-10/"">Príslušenstvo</a>.</p>";"";"0";"1";"Aligator – príslušenstvo k mobilom a tlačidlové telefóny | PremiumStore.sk";"Aligator je česká značka mobilného príslušenstva a jednoduchých telefónov. Vyrába ochranné sklá a kryty pre konkrétne modely, GaN nabíjačky, káble…";"";"";"";"";"";"";
"243";"Arduino";"arduino";"<p>Pod hlavičkou Arduino nájdete vývojové dosky a hlavne moduly pre elektroniku a kutilské projekty – napájacie a step-down meniče, stabilizované zdroje, senzory, displeje, ultrazvukové merače vzdialenosti a držiaky k nim.</p><p>Značku Arduino nájdete na PremiumStore.sk v kategórii <a href=""/elektronicke-suciastky/"">Elektronické súčiastky</a>.</p>";"";"0";"1";"Arduino – elektronické moduly a súčiastky | PremiumStore.sk";"Pod hlavičkou Arduino nájdete vývojové dosky a hlavne moduly pre elektroniku a kutilské projekty – napájacie a step-down meniče, stabilizované zdroje…";"";"";"";"";"";"";
"582";"Console";"console";"<p>CONSOLE je značka montážneho materiálu pre anténnu a satelitnú techniku. Ponúka stožiare, nástenné a balkónové konzoly, krížové spojky trubiek, vzpery a strmene v žiarovo zinkovanom prevedení pre vonkajšie použitie.</p><p>Značku Console nájdete na PremiumStore.sk v kategórii <a href=""/anteny-a-satelity/"">Antény a satelity</a>.</p>";"";"0";"1";"Console – anténne stožiare a konzoly | PremiumStore.sk";"CONSOLE je značka montážneho materiálu pre anténnu a satelitnú techniku. Ponúka stožiare, nástenné a balkónové konzoly, krížové spojky trubiek, vzpery a…";"";"";"";"";"";"";
"903";"Pioneer";"pioneer";"<p>Pioneer je japonská značka car audio s dlhou históriou. V našej ponuke sú predovšetkým autorádiá, multimediálne jednotky, reproduktory do auta a príslušenstvo k nim vrátane diaľkových ovládaní.</p><p>Značku Pioneer nájdete na PremiumStore.sk v kategórii <a href=""/autoradia/"">Elektronika do auta</a>.</p>";"";"0";"1";"Pioneer – autorádiá a reproduktory do auta | PremiumStore.sk";"Pioneer je japonská značka car audio s dlhou históriou. V našej ponuke sú predovšetkým autorádiá, multimediálne jednotky, reproduktory do auta a…";"";"";"";"";"";"";
"900";"Bose Pro";"bose-pro";"<p>Bose Professional je profesionálna vetva značky Bose. Zahŕňa inštalačné reproduktory, modulárne line array systémy Panaray, zónové zosilňovače a procesory pre ozvučenie reštaurácií, predajní, hotelov a konferenčných priestorov.</p><p>Značku Bose Pro nájdete na PremiumStore.sk v kategóriách <a href=""/plosne-ozvucenie--100v-rozhlasove-ozvucenie/"">Plošné ozvučenie (100V rozhlasové ozvučenie)</a>, <a href=""/audio-technika/"">Audio technika</a>, <a href=""/podium--diskoteka--dj/"">Pódium, diskotéka, DJ</a> a <a href=""/reproduktory-2/"">Reproduktory</a>.</p>";"";"0";"1";"Bose Pro – profesionálne ozvučenie Bose | PremiumStore.sk";"Bose Professional je profesionálna vetva značky Bose. Zahŕňa inštalačné reproduktory, modulárne line array systémy Panaray, zónové zosilňovače a procesory…";"";"";"";"";"";"";
"81";"Rebel";"rebel";"<p>REBEL je široká značka dostupnej spotrebnej elektroniky a potrieb pre domácnosť. V ponuke nájdete chovateľské potreby, hračky, inštalačné náradie a drobný sortiment do dielne aj domácnosti.</p><p>Značku Rebel nájdete na PremiumStore.sk v kategóriách <a href=""/chovatelske-potreby/"">Chovateľské potreby</a>, <a href=""/hracky/"">Hračky</a>, <a href=""/instalacne-naradie-a-ostatne-material/"">Inštalačné náradie a ostatné materiál</a> a <a href=""/zdravotni-potreby/"">Zdravotní potreby</a>.</p>";"";"0";"1";"Rebel – domáce a chovateľské potreby | PremiumStore.sk";"REBEL je široká značka dostupnej spotrebnej elektroniky a potrieb pre domácnosť. V ponuke nájdete chovateľské potreby, hračky, inštalačné náradie a drobný…";"";"";"";"";"";"";
"2373";"Freewell";"freewell";"<p>Freewell vyrába optické filtre a príslušenstvo pre drony DJI a akčné kamery. Špecializuje sa na ND a polarizačné filtre v sadách pre konkrétne modely, ktoré umožňujú natáčať s korektnou expozíciou a plynulým pohybom aj v silnom svetle.</p><p>Značku Freewell nájdete na PremiumStore.sk v kategóriách <a href=""/prislusenstvo-pre-drony/"">Príslušenstvo pre drony</a>, <a href=""/filtre-2/"">Filtre</a> a <a href=""/pre-sportove-kamery-3/"">Príslušenstvo</a>.</p>";"";"0";"1";"Freewell – filtre pre drony a akčné kamery | PremiumStore.sk";"Freewell vyrába optické filtre a príslušenstvo pre drony DJI a akčné kamery. Špecializuje sa na ND a polarizačné filtre v sadách pre konkrétne modely, ktoré…";"";"";"";"";"";"";
"636";"Tp-Link";"tp-link";"<p>TP-Link je jeden z najrozšírenejších výrobcov sieťových zariadení. Ponúka Wi-Fi routery a mesh systémy, switche, prístupové body, powerline adaptéry, IP kamery Tapo a prvky smart domácnosti.</p><p>Značku Tp-Link nájdete na PremiumStore.sk v kategóriách <a href=""/sietove-prvky-2/"">Sieťové prvky</a>, <a href=""/ip-kamery-3/"">IP kamery</a>, <a href=""/smart-domacnost/"">Smart domácnosť</a> a <a href=""/vysavace/"">Vysávače</a>.</p>";"";"0";"1";"Tp-Link – sieťové prvky a IP kamery | PremiumStore.sk";"TP-Link je jeden z najrozšírenejších výrobcov sieťových zariadení. Ponúka Wi-Fi routery a mesh systémy, switche, prístupové body, powerline adaptéry, IP…";"";"";"";"";"";"";
"84";"Kruger & Matz";"kruger-matz";"<p>Kruger & Matz je poľská značka dostupnej spotrebnej elektroniky. Záber má široký – slúchadlá a reproduktory, autorádiá a car audio, AV káble, televízory, tablety aj drobné spotrebiče.</p><p>Značku Kruger & Matz nájdete na PremiumStore.sk v kategóriách <a href=""/audio-technika/"">Audio technika</a>, <a href=""/av-kable/"">AV káble</a>, <a href=""/autoradia/"">Elektronika do auta</a> a <a href=""/usb-kable-4/"">USB káble</a>.</p>";"";"0";"1";"Kruger & Matz – spotrebná elektronika a audio | PremiumStore.sk";"Kruger & Matz je poľská značka dostupnej spotrebnej elektroniky. Záber má široký – slúchadlá a reproduktory, autorádiá a car audio, AV káble, televízory…";"";"";"";"";"";"";
"753";"Toya";"toya";"<p>TOYA je poľská skupina stojaca za náradím značiek YATO a VOREL. V ponuke nájdete stavebné a maliarske náradie, mechanické ručné náradie, brúsenie, vŕtanie a rezanie aj dielenské vybavenie pre profesionálov.</p><p>Značku Toya nájdete na PremiumStore.sk v kategóriách <a href=""/stavebne-a-maliarske-naradie/"">Stavebné a maliarske náradie</a>, <a href=""/mechanicke-naradie/"">Mechanické náradie</a>, <a href=""/naradie-pre-brusenie--vrtanie--rezanie-a-pilovanie/"">Náradie pre brúsenie, vŕtanie, rezanie a pilovanie</a> a <a href=""/sanitarna-technika/"">Sanitárna technika</a>.</p>";"";"0";"1";"Toya – ručné a elektrické náradie | PremiumStore.sk";"TOYA je poľská skupina stojaca za náradím značiek YATO a VOREL. V ponuke nájdete stavebné a maliarske náradie, mechanické ručné náradie, brúsenie, vŕtanie a…";"";"";"";"";"";"";
"1968";"JTS";"jts";"<p>JTS je výrobca mikrofónov a bezdrôtových prenosových systémov zo skupiny Monacor. Zameriava sa na dynamické a kondenzátorové mikrofóny, bezdrôtové sety, konferenčné a diskusné systémy a príslušenstvo pre pódiá aj inštalácie.</p><p>Značku JTS nájdete na PremiumStore.sk v kategóriách <a href=""/podium--diskoteka--dj/"">Pódium, diskotéka, DJ</a>, <a href=""/jts/"">JTS</a> a <a href=""/tlmocnicke--sprievodcovske-a-konferencne-systemy/"">Tlmočnícke, sprievodcovské a konferenčné systémy</a>.</p>";"";"0";"1";"JTS – mikrofóny a bezdrôtové systémy | PremiumStore.sk";"JTS je výrobca mikrofónov a bezdrôtových prenosových systémov zo skupiny Monacor. Zameriava sa na dynamické a kondenzátorové mikrofóny, bezdrôtové sety…";"";"";"";"";"";"";
"993";"Tefal";"tefal";"<p>Tefal je francúzska značka, ktorá preslávila nepriľnavý povrch panvíc. Dnes pokrýva široký rad kuchynských spotrebičov – fritézy a horkovzdušné fritézy, žehličky a naparovacie systémy, kuchynské roboty, hrnce a panvice.</p><p>Značku Tefal nájdete na PremiumStore.sk v kategóriách <a href=""/fritezy-a-hrnce/"">Fritézy a hrnce</a>, <a href=""/kuchynske-roboty-a-krajace/"">Kuchynské roboty a krájače</a>, <a href=""/zehlicky/"">Žehličky</a> a <a href=""/kuchynske-potreby/"">Kuchynské potreby</a>.</p>";"";"0";"1";"Tefal – kuchynské spotrebiče a riad | PremiumStore.sk";"Tefal je francúzska značka, ktorá preslávila nepriľnavý povrch panvíc. Dnes pokrýva široký rad kuchynských spotrebičov – fritézy a horkovzdušné fritézy…";"";"";"";"";"";"";
"2292";"Sonoff";"sonoff";"<p>SONOFF (ITEAD) je značka cenovo dostupnej smart domácnosti. Vyrába Wi-Fi a ZigBee spínače, relé moduly do rozvádzača, zásuvky, senzory teploty a pohybu, termostatické hlavice a bránu ZigBee, ovládateľné cez aplikáciu eWeLink.</p><p>Značku Sonoff nájdete na PremiumStore.sk v kategóriách <a href=""/riadiace-jednotky/"">Riadiace jednotky</a>, <a href=""/smart-domacnost/"">Smart domácnosť</a> a <a href=""/prislusenstvo-pre-zabezpecovacie-systemy/"">Príslušenstvo pre zabezpečovacie systémy</a>.</p>";"";"0";"1";"Sonoff – smart domácnosť a Wi-Fi spínače | PremiumStore.sk";"SONOFF (ITEAD) je značka cenovo dostupnej smart domácnosti. Vyrába Wi-Fi a ZigBee spínače, relé moduly do rozvádzača, zásuvky, senzory teploty a pohybu…";"";"";"";"";"";"";
"87";"Hms";"hms";"<p>HMS je poľská značka fitness vybavenia pre domáce cvičenie. Ponúka bežecké pásy, rotopedy a eliptické trenažéry, činky a kotúče, posilňovacie lavičky, steppery a masážne prístroje.</p><p>Značku Hms nájdete na PremiumStore.sk v kategóriách <a href=""/posilnovanie-a-fitness/"">Posilňovanie a fitness</a> a <a href=""/bojove-sporty/"">Bojové športy</a>.</p>";"";"0";"1";"Hms – fitness a posilňovacie vybavenie | PremiumStore.sk";"HMS je poľská značka fitness vybavenia pre domáce cvičenie. Ponúka bežecké pásy, rotopedy a eliptické trenažéry, činky a kotúče, posilňovacie lavičky…";"";"";"";"";"";"";
"2310";"darkFlash";"darkflash";"<p>darkFlash vyrába komponenty pre stavbu počítačov s dôrazom na vzhľad. V ponuke sú PC skrine s presklením, ARGB ventilátory a chladiče procesora, vodné chladenie a zdroje.</p><p>Značku darkFlash nájdete na PremiumStore.sk v kategórii <a href=""/herne-prislusenstvo-3/"">Herné príslušenstvo</a>.</p>";"";"0";"1";"darkFlash – PC skrine, chladenie a napájanie | PremiumStore.sk";"darkFlash vyrába komponenty pre stavbu počítačov s dôrazom na vzhľad. V ponuke sú PC skrine s presklením, ARGB ventilátory a chladiče procesora, vodné…";"";"";"";"";"";"";
